production_id	level	changed_ori_nat	changed_nat_str	original_text	natural_text	strong_text
37	ORI->NAT->STR	S	N	Mas a Caetana tem saúde melhor do que a minha, nunca ninguém reclamou -- argumenta o advogado Romeo Díaz Duarte, 50 anos, que há 18 anos veraneia em Capão da Canoa.	Mas a Caetana tem saúde melhor do que a minha.	Mas a Caetana tem saúde melhor do que a minha.
37	ORI->NAT->STR	S	N	A 20 metros, o também advogado Carlos Berlang, 67 anos, rebatia.	A 20 metros, o advogado Carlos Berlang dizia:	A 20 metros, o advogado Carlos Berlang dizia:
37	ORI->NAT->STR	N	N	-- Gosto muito de cachorro.	-- Gosto muito de cachorro.	-- Gosto muito de cachorro.
37	ORI->NAT->STR	N	N	Mas fora da areia.	Mas fora da areia.	Mas fora da areia.
37	ORI->NAT->STR	S	N	Praia não é lugar de animais -- reforçou Berlang, salientando que a discordância com os Duarte, vizinhos na Argentina e no Brasil, ainda não acabou em nenhuma peleia.	Praia não é lugar de animais -- reforçou Berlang.	Praia não é lugar de animais -- reforçou Berlang.
37	ORI->NAT->STR	S	N	O corretor Cláudio Pandolfo, 51 anos, reprova a presença dos bichos na areia.	O corretor Cláudio Pandolfo reprova a presença dos bichos na areia.	O corretor Cláudio Pandolfo reprova a presença dos bichos na areia.
37	ORI->NAT->STR	S	N	Mas não abre mão da companhia dos dois poodles.	Mas Pandolfo não abre mão da companhia dos dois poodles.	Mas Pandolfo não abre mão da companhia dos dois poodles.
37	ORI->NAT->STR	S	S	E com eles amarrados a coleiras, do alto de uma duna a cerca de 50 metros do mar, tomava chimarrão às 19h de ontem.	Pandolfo tomava chimarrão às 19h de ontem, no alto de um monte de areia, com os poodles amarrados a coleiras.	Pandolfo tomava chimarrão às 19h de ontem, no alto de um monte de areia, com os dois poodles amarrados a coleiras.
37	ORI->NAT->STR	S	N	-- Já nem desço (para a areia), para não me incomodar.	-- Não desço para a areia.	-- Não desço para a areia.
37	ORI->NAT->STR	N	N	Não acho que esteja perturbando ninguém aqui -- disse Pandolfo.	Não acho que esteja perturbando ninguém aqui -- disse Pandolfo.	Não acho que esteja perturbando ninguém aqui -- disse Pandolfo.
37	ORI->NAT->STR	N	N	A palavra da dermatologista.	A palavra da dermatologista.	A palavra da dermatologista.
37	ORI->NAT->STR	S	N	Segundo a dermatologista Lyane Minuzzi, cães na areia são um risco para os veranistas.	A dermatologista Lyane Minuzzi diz que cães na areia são um risco para as pessoas.	A dermatologista Lyane Minuzzi diz que cães na areia são um risco para as pessoas.
37	ORI->NAT->STR	S	N	Os animais podem ser potenciais transmissores de fungos e bactérias.	Os animais podem transmitir fungos e bactérias.	Os animais podem transmitir fungos e bactérias.
37	ORI->NAT->STR	S	N	Entre as doenças mais freqüentes está a Tinha Canis, conhecida como popularmente como bicho geográfico.	A Tinha Canis está entre as doenças mais freqüentes.	A Tinha Canis está entre as doenças mais freqüentes.
38	ORI->NAT->STR	N	N	O acidente pode ser um dos piores desastres ambientais da região em anos.	O acidente pode ser um dos piores desastres ambientais da região em anos.	O acidente pode ser um dos piores desastres ambientais da região em anos.
38	ORI->NAT->STR	S	N	Mais de 30 mil aves mortas -- até agora, esse é o saldo do que pode ser um dos maiores desastres ambientais do Mar Negro em anos.	Esse desastre pode ser um dos maiores do Mar Negro em anos.	Esse desastre pode ser um dos maiores do Mar Negro em anos.
38	ORI->NAT->STR	S	N	No domingo, durante a pior tempestade dos últimos 30 anos na região, um navio cargueiro russo se partiu em dois e derramou toneladas de óleo combustível, contaminando as águas.	No domingo, um navio de carga russo se partiu em dois durante a pior tempestade dos últimos 30 anos.	No domingo, um navio de carga russo se partiu em dois durante a pior tempestade dos últimos 30 anos.
38	ORI->NAT->STR	S	N	Quase a metade das 4,8 mil toneladas métricas de óleo que o Volganeft-139 carregava vazou.	O Volganeft-139 carregava 4,8 mil toneladas métricas de óleo.	O Volganeft-139 carregava 4,8 mil toneladas métricas de óleo.
38	ORI->NAT->STR	S	N	Os 13 marinheiros foram salvos e a embarcação, muito avariada, rebocada até a costa russa.	Levaram a embarcação até a costa russa.	Levaram a embarcação até a costa russa.
38	ORI->NAT->STR	S	N	A mancha de combustível alcançou o litoral da Rússia no começo da manhã de ontem e ameaçava o litoral da Ucrânia.	A mancha de combustível alcançou o litoral da Rússia no começo da manhã de ontem.	A mancha de combustível alcançou o litoral da Rússia no começo da manhã de ontem.
38	ORI->NAT->STR	S	N	-- Cerca de 30 mil pássaros morreram, e não é possível contar a quantidade de peixes mortos.	-- Cerca de 30 mil pássaros morreram.	-- Cerca de 30 mil pássaros morreram.
38	ORI->NAT->STR	N	S	Os danos são tão grandes que é difícil quantificá-los.	Os danos são tão grandes que é difícil quantificá-los.	Os danos são muito grandes.
38	ORI->NAT->STR	S	N	É uma catástrofe ecológica -- disse o governador da região de Krasnodar, Alexander Tkachev, à agência de notícias Interfax.	É uma catástrofe ecológica -- disse o governador da região de Krasnodar à agência de notícias Interfax.	É uma catástrofe ecológica -- disse o governador da região de Krasnodar à agência de notícias Interfax.
38	ORI->NAT->STR	S	N	Pelo menos outros dez navios também afundaram ou encalharam depois de atingidos pelas ondas de até 5,5 metros durante a mesma tempestade, nas proximidades do Estreito de Cherson, na passagem entre o Mar Negro e o Mar de Azov.	Pelo menos outros dez navios também afundaram ou ficaram presos na areia depois de atingidos pelas ondas durante a mesma tempestade.	Pelo menos outros dez navios também afundaram ou ficaram presos na areia depois de atingidos pelas ondas durante a mesma tempestade.
38	ORI->NAT->STR	S	N	Os corpos de três pessoas foram resgatados -- acredita-se que sejam tripulantes de um dos cargueiros naufragados, o Nakhichevan, que vazou uma carga de enxofre.	O Nakhichevan foi um dos navios de carga que naufragaram.	O Nakhichevan foi um dos navios de carga que naufragaram.
38	ORI->NAT->STR	S	N	Os marinheiros mortos foram encontrados perto de Tuzla, na margem oeste do estreito.	Tuzla fica na margem oeste do estreito.	Tuzla fica na margem oeste do estreito.
38	ORI->NAT->STR	S	N	Outros cinco continuavam desaparecidos.	Outros cinco continuavam sumidos.	Outros cinco continuavam sumidos.
38	ORI->NAT->STR	S	N	Segundo autoridades da região, grande parte do óleo que está na superfície do mar poderá congelar nas temperaturas do inverno, que se aproxima no Hemisfério Norte.	As autoridades da região dizem que grande parte do óleo que está na superfície do mar poderá congelar no inverno.	As autoridades da região dizem que grande parte do óleo que está na superfície do mar poderá congelar no inverno.
38	ORI->NAT->STR	S	N	Se congelado, o óleo na superfície marítima se transforma em gotas que mergulham no fundo do mar e causam uma poluição ainda maior.	O óleo congelado na superfície marítima se transforma em gotas que mergulham no fundo do mar e causam uma poluição maior.	O óleo congelado na superfície marítima se transforma em gotas que mergulham no fundo do mar e causam uma poluição maior.
38	ORI->NAT->STR	S	N	Os trabalhos de limpeza já foram iniciados.	Os trabalhos de limpeza já começaram.	Os trabalhos de limpeza já começaram.
38	ORI->NAT->STR	S	N	O desastre gerou críticas -- a maioria dos navios russos não seria apropriada para navegar no Mar Negro.	A maioria dos navios russos não seria apropriada para navegar no Mar Negro.	A maioria dos navios russos não seria apropriada para navegar no Mar Negro.
38	ORI->NAT->STR	S	N	O presidente do país, Vladimir Putin, ordenou ontem ao primeiro-ministro Viktor Zubkov que visite a região para ter uma noção exata da dimensão do desastre.	O presidente do país ordenou ao primeiro-ministro que visite a região para saber o tamanho real do desastre.	O presidente do país ordenou ao primeiro-ministro que visite a região para saber o tamanho real do desastre.
39	ORI->NAT->STR	S	N	Autuado em flagrante por danificar patrimônio público, um pichador foi conduzido ao Presídio Central.	Conduziram ao Presídio Central um pichador acusado de estragar o patrimônio público.	Conduziram ao Presídio Central um pichador acusado de estragar o patrimônio público.
39	ORI->NAT->STR	N	N	A medida acabou gerando polêmica.	A medida acabou gerando polêmica.	A medida acabou gerando polêmica.
39	ORI->NAT->STR	S	S	Juliano Oliveira ferreira, 18 anos, foi detido na madrugada de ontem pela Guarda Municipal quando pichava com um amigo o muro da Escola Estadual de Ensino Fundamental Ministro Salgado Filho, no bairro Protásio Alves, na Capital.	Ele pichava o muro da Escola Estadual de Ensino Fundamental Ministro Salgado Filho com um amigo.	Juliano pichava o muro da Escola Estadual de Ensino Fundamental Ministro Salgado Filho com um amigo.
39	ORI->NAT->STR	S	N	O amigo, Guilherme Correa, 18 anos, foi liberado após pagamento de fiança arbitrada em R$ 200 pelo delegado Paulo Machado, da 2ª Delegacia de Polícia de Pronto Atendimento (2ª DPPA).	O delegado Paulo Machado liberou Guilherme depois do pagamento da fiança de R$ 200.	O delegado Paulo Machado liberou Guilherme depois do pagamento da fiança de R$ 200.
39	ORI->NAT->STR	S	N	Sem pagar a fiança, Ferreira foi conduzido ao Presídio Central, em Porto Alegre.	Levaram Ferreira para o Presídio Central, em Porto Alegre.	Levaram Ferreira para o Presídio Central, em Porto Alegre.
39	ORI->NAT->STR	N	S	-- Esperei até as 8h pela família do rapaz.	-- Esperei até as 8h pela família do rapaz.	-- Esperei pela família do rapaz até as 8h.
39	ORI->NAT->STR	S	N	Como ninguém apareceu, determinei que ele (Ferreira) fosse conduzido ao Presídio Central -- explica o delegado.	Determinei que o conduzissem ao Presídio Central -- explica o delegado.	Determinei que o conduzissem ao Presídio Central -- explica o delegado.
39	ORI->NAT->STR	S	S	A frase "Fui eu", pichada com rolo e tinta branca no muro da escola, soa como confissão para a dupla flagrada após informação ao Disque Pichação.	A frase "Fui eu" soa como confissão para a dupla que pichou o muro da escola com rolo e tinta branca.	A frase "Fui eu" parece uma confissão da dupla que pichou o muro da escola com rolo e tinta branca.
39	ORI->NAT->STR	S	N	Conforme moradores do bairro, a expressão identificaria um grupo de pichadores.	Os moradores do bairro dizem que a frase identificaria um grupo de pichadores.	Os moradores do bairro dizem que a frase identificaria um grupo de pichadores.
39	ORI->NAT->STR	S	N	Os amigos, que moram nas proximidades da escola -- onde chegaram a estudar, foram abordados às 3h20 min.	Os amigos moram perto da escola.	Os amigos moram perto da escola.
39	ORI->NAT->STR	S	N	Apresentados na Área Judiciária, optaram por falar em juízo.	Eles optaram por falar em juízo.	Eles optaram por falar em juízo.
39	ORI->NAT->STR	S	S	A dupla foi autuada por dano qualificado contra o patrimônio público.	Acusaram os amigos por dano qualificado contra o patrimônio público.	A polícia acusou os amigos por dano qualificado contra o patrimônio público.
39	ORI->NAT->STR	N	N	Pais de rapaz consideraram a medida um excesso.	Pais de rapaz consideraram a medida um excesso.	Pais de rapaz consideraram a medida um excesso.
39	ORI->NAT->STR	S	N	Este não é o primeiro caso em que um pichador é conduzido ao Presídio Central.	Este não é o primeiro caso em que levam um pichador para o Presídio Central.	Este não é o primeiro caso em que levam um pichador para o Presídio Central.
39	ORI->NAT->STR	S	S	O delegado seguiu entendimento de tribunais de Justiça, como o de São Paulo, de que a pichação deve ser enquadrada como dano ao patrimônio público, previsto no Código Penal (veja box).	O delegado seguiu entendimento de tribunais de Justiça de que a pichação deve ser classificada como dano ao patrimônio público.	Os tribunais dizem que a pichação deve ser classificada como dano ao patrimônio público.
39	ORI->NAT->STR	S	S	A alternativa a essa autuação seria a Lei de Crimes Ambientais, mais branda, que considera o ato uma agressão visual ao ambiente.	Ela considera a pichação uma agressão visual ao meio ambiente.	A Lei de Crimes Ambientais considera a pichação uma agressão visual ao meio ambiente.
39	ORI->NAT->STR	S	N	Para os pais, o recolhimento ao Presídio Central foi um excesso.	Os pais dizem que a prisão no Presídio Central foi um excesso.	Os pais dizem que a prisão no Presídio Central foi um excesso.
39	ORI->NAT->STR	S	N	A mãe, Ana Beatriz Oliveira, afirmou não ter sido avisada pela polícia.	A mãe afirmou que a polícia não a avisou.	A mãe afirmou que a polícia não a avisou.
39	ORI->NAT->STR	S	N	-- Só fiquei sabendo pela mãe do amigo dele, que conseguiu ir lá e pagar a fiança.	-- Só fiquei sabendo pela mãe do amigo dele.	-- Só fiquei sabendo pela mãe do amigo dele.
39	ORI->NAT->STR	S	S	Ele estuda, trabalha com o pai e, agora, vai ficar marcado.	Ele estuda, trabalha com o pai.	Ele estuda e trabalha com o pai.
39	ORI->NAT->STR	N	N	Podiam ter dado uma pena alternativa -- disse Ana.	Podiam ter dado uma pena alternativa -- disse Ana.	Podiam ter dado uma pena alternativa -- disse Ana.
39	ORI->NAT->STR	S	N	Paide ferreira, Júlio Ferreira questionou a condução ao Presídio Central em um momento marcado pela superlotação carcerária.	O pai de Ferreira questionou a condução ao Presídio Central em um momento de superlotação da cadeia.	O pai de Ferreira questionou a condução ao Presídio Central em um momento de superlotação da cadeia.
39	ORI->NAT->STR	S	N	Mas confirma que já havia alertado o filho para os riscos da pichação.	Ele confirma que já havia alertado o filho para os riscos da pichação.	Ele confirma que já havia alertado o filho para os riscos da pichação.
39	ORI->NAT->STR	S	N	-- Puniram com um rigor que não se vê em outros casos -- acredita.	-- Puniram com uma dureza que não se vê em outros casos -- acredita.	-- Puniram com uma dureza que não se vê em outros casos -- acredita.
39	ORI->NAT->STR	S	N	No início da tarde, a juíza Martinha Terra Salomon, da Vara Criminal do Foro Regional Alto Petrópolis, concedeu liberdade provisória ao jovem e remeteu o processo ao Juizado Especial Criminal, por entender que o crime é de menor potencial ofensivo.	No início da tarde, a juíza Martinha Terra Salomon deu liberdade provisória ao jovem.	No início da tarde, a juíza Martinha Terra Salomon deu liberdade provisória ao jovem.
39	ORI->NAT->STR	N	N	Ferreira deixou o presídio ontem à noite.	Ferreira deixou o presídio ontem à noite.	Ferreira deixou o presídio ontem à noite.
40	ORI->NAT->STR	N	N	Os paulistanos tiveram de fazer ginástica para ir ao trabalho ontem.	Os paulistanos tiveram de fazer ginástica para ir ao trabalho ontem.	Os paulistanos tiveram de fazer ginástica para ir ao trabalho ontem.
40	ORI->NAT->STR	S	N	Literalmente. Muitos caminharam quilômetros, já que o transporte coletivo emperrou.	Muitos paulistanos tiveram de caminhar quilômetros.	Muitos paulistanos tiveram de caminhar quilômetros.
40	ORI->NAT->STR	S	S	Traumatizadas com o incêndio de 44 ônibus por ordem do PCC na Capital, as empresas colocaram para rodar apenas 2 mil dos 15 mil veículos que servem à maior cidade da América do Sul.	As empresas de ônibus colocaram para rodar apenas 2 mil dos 15 mil veículos que servem à maior cidade da América do Sul.	As empresas de ônibus colocaram nas ruas apenas 2 mil dos 15 mil veículos que servem à maior cidade da América do Sul.
40	ORI->NAT->STR	N	N	Com isso, cinco milhões de cidadãos ficaram sem ter como ir trabalhar.	Com isso, cinco milhões de cidadãos ficaram sem ter como ir trabalhar.	Com isso, cinco milhões de cidadãos ficaram sem ter como ir trabalhar.
40	ORI->NAT->STR	S	S	Desesperados, milhões de paulistanos retiraram os carros das garagens e o resultado foi o entupimento do já esclerosado trânsito da Capital.	O resultado foi o entupimento do já engarrafado trânsito da Capital.	O resultado foi o entupimento do engarrafado trânsito da Capital.
40	ORI->NAT->STR	S	N	Engarrafamentos de até 80 quilômetros se formaram em avenidas, um movimento anormal para o período de férias escolares.	Esse movimento é anormal para o período de férias escolares.	Esse movimento é anormal para o período de férias escolares.
40	ORI->NAT->STR	S	N	Impaciência, buzinas e irritação marcaram a quinta-feira na Paulicéia, numa cena semelhante à vivenciada em maio, na primeira grande onda de ataques do PCC.	Falta de paciência, buzinas e irritação marcaram a quinta-feira em São Paulo.	Falta de paciência, buzinas e irritação marcaram a quinta-feira em São Paulo.
40	ORI->NAT->STR	S	N	Impaciência, buzinas e irritação marcaram a quinta-feira na Paulicéia, numa cena semelhante à vivenciada em maio, na primeira grande onda de ataques do PCC.	Em maio, houve a primeira grande onda de ataques do PCC.	Em maio, houve a primeira grande onda de ataques do PCC.
40	ORI->NAT->STR	S	S	A situação só não foi idêntica porque, prevenidos pela reaparição terrorista, muitos paulistanos resolveram pegar carona com vizinhos para ir ao serviço.	A situação só não foi idêntica porque muitos paulistanos resolveram pegar carona com vizinhos para ir ao trabalho.	Muitos paulistanos resolveram pegar carona com vizinhos para ir ao trabalho.
40	ORI->NAT->STR	S	S	Chegaram tarde, mas chegaram.	Eles chegaram tarde, mas chegaram.	Eles chegaram tarde.
40	ORI->NAT->STR	S	N	A dona de casa Claudete Rodrigues, moradora do bairro Socorro (Zona Sul), gastou três vezes mais para ir a uma consulta médica no bairro Conceição.	A dona de casa Claudete Rodrigues gastou três vezes mais para ir a uma consulta médica no bairro Conceição.	A dona de casa Claudete Rodrigues gastou três vezes mais para ir a uma consulta médica no bairro Conceição.
40	ORI->NAT->STR	S	N	Pegou três peruas clandestinas e pagou R$ 6, quando costuma desembolsar R$ 2 por uma passagem de ônibus.	Mas costuma pagar R$ 2 por uma passagem de ônibus.	Mas costuma pagar R$ 2 por uma passagem de ônibus.
40	ORI->NAT->STR	S	N	Não sabia como voltar para casa, pois ficou sem dinheiro e estava cansada de esperar pela prometida volta dos ônibus.	Ficou sem dinheiro e estava cansada de esperar pela volta dos ônibus.	Ficou sem dinheiro e estava cansada de esperar pela volta dos ônibus.
40	ORI->NAT->STR	N	N	Até o pão demorou para chegar à mesa.	Até o pão demorou para chegar à mesa.	Até o pão demorou para chegar à mesa.
40	ORI->NAT->STR	S	S	A Padaria Novo Presidente, no bairro Jardim Congonhas, mandou buscar os funcionários que estavam atrasados.	A Padaria Novo Presidente mandou buscar os funcionários que estavam atrasados.	A Padaria Novo Presidente mandou buscar os funcionários atrasados.
40	ORI->NAT->STR	S	N	Mesmo assim, o pão francês chegou cerca de uma hora mais tarde para os fregueses, que entenderam o atraso.	Mas o pão francês chegou cerca de uma hora mais tarde para os clientes.	Mas o pão francês chegou cerca de uma hora mais tarde para os clientes.
40	ORI->NAT->STR	S	N	-- Eu moro na Água Funda e costumo demorar 15 minutos até o serviço.	Costumo demorar 15 minutos até o serviço.	Costumo demorar 15 minutos até o serviço.
40	ORI->NAT->STR	S	S	Fiquei meia hora na parada, não passou ônibus e aí o patrão mandou me buscar -- elogia o caixa da padaria, Francisco Alves Nascimento.	Aí, o patrão mandou me buscar elogia o caixa da padaria.	Aí, o patrão mandou me buscar -- elogia o caixa da padaria.
40	ORI->NAT->STR	S	N	Sérgio Nascimento, dono da Padaria Samaro, na Vila Olímpia, recomendou que os empregados viessem de madrugada.	Sérgio Nascimento recomendou que os empregados viessem de madrugada.	Sérgio Nascimento recomendou que os empregados viessem de madrugada.
40	ORI->NAT->STR	S	N	Sérgio Nascimento, dono da Padaria Samaro, na Vila Olímpia, recomendou que os empregados viessem de madrugada.	Sérgio Nascimento é dono da Padaria Samaro, na Vila Olímpia.	Sérgio Nascimento é dono da Padaria Samaro, na Vila Olímpia.
40	ORI->NAT->STR	S	N	Eles lotearam carros e a padaria teve um atraso de apenas meia hora na venda dos 2 mil pães.	A padaria teve um atraso de apenas meia hora na venda dos 2 mil pães.	A padaria teve um atraso de apenas meia hora na venda dos 2 mil pães.
40	ORI->NAT->STR	S	N	-- O PCC mexeu numa peça sensível e emperrou a engrenagem -- reconheceu o coronel Eliseu Eclair, comandante da PM paulista.	Isso emperrou a engrenagem -- reconheceu o coronel Eliseu Eclair.	Isso emperrou a engrenagem -- reconheceu o coronel Eliseu Eclair.
40	ORI->NAT->STR	S	N	No início da tarde, a PM saiu aos bandos dos quartéis e começou a patrulhar os 20 principais corredores de ônibus.	No início da tarde, a PM saiu aos bandos dos quartéis.	No início da tarde, a PM saiu aos bandos dos quartéis.
40	ORI->NAT->STR	S	N	Contou com auxílio de viaturas da Polícia Civil na missão, a pedido dos empresários do setor, que clamavam por auxílio desde que a onda de incêndios começou.	A PM contou com auxílio de carros da Polícia Civil na missão.	A PM contou com auxílio de carros da Polícia Civil na missão.
40	ORI->NAT->STR	S	N	A providência chegou um pouco tarde e a cidade continuou em ritmo letárgico por todo o dia.	A cidade continuou em ritmo lento por todo o dia.	A cidade continuou em ritmo lento por todo o dia.
41	ORI->NAT->STR	S	S	Por trás da mortandade de jovens no trânsito -- como as seis vítimas registradas no estado ao longo do final de semana -- há um desafio para as campanhas de conscientização.	Por trás da matança de jovens no trânsito, há um desafio para as campanhas de conscientização.	Por trás das muitas mortes de jovens no trânsito, há um desafio para as campanhas de conscientização.
41	ORI->NAT->STR	S	N	Uma pesquisa feita pelo Ibope mês passado revela que, nessa faixa etária, os condutores reconhecem ser imprudentes.	Uma pesquisa feita pelo Ibope no mês passado revela que os condutores dessa faixa de idade reconhecem ser descuidados.	Uma pesquisa feita pelo Ibope no mês passado revela que os condutores dessa faixa de idade reconhecem ser descuidados.
41	ORI->NAT->STR	S	N	Mesmo assim, apenas 10% daqueles que já se envolveram em acidentes se consideram responsáveis por reduzir a violência nas estradas.	Mas apenas 10% daqueles que já se envolveram em acidentes se consideram responsáveis por reduzir a violência nas estradas.	Mas apenas 10% daqueles que já se envolveram em acidentes se consideram responsáveis por reduzir a violência nas estradas.
41	ORI->NAT->STR	S	N	Mil entrevistas feitas com pessoas entre 16 e 25 anos em 66 cidades, incluindo Porto Alegre, retratam o perfil desses motoristas e o que eles pensam sobre o trânsito.	Mil entrevistas mostram quem são esses motoristas e o que eles pensam sobre o trânsito.	Mil entrevistas mostram quem são esses motoristas e o que eles pensam sobre o trânsito.
41	ORI->NAT->STR	S	S	Mil entrevistas feitas com pessoas entre 16 e 25 anos em 66 cidades, incluindo Porto Alegre, retratam o perfil desses motoristas e o que eles pensam sobre o trânsito.	Foram mil pessoas entre 16 e 25 anos entrevistadas em 66 cidades, incluindo Porto Alegre.	O Ibope entrevistou mil pessoas entre 16 e 25 anos em 66 cidades, incluindo Porto Alegre.
41	ORI->NAT->STR	S	N	Uma das conclusões mais preocupantes é que, embora nove em cada 10 entrevistados admitam que os jovens dirigem em maior velocidade do que os demais condutores -- 39% estimulados pela busca de adrenalina, eles não pensam em mudar de comportamento.	Uma das conclusões que mais preocupam é que elas não pensam em mudar de comportamento.	Uma das conclusões que mais preocupam é que elas não pensam em mudar de comportamento.
41	ORI->NAT->STR	S	N	Em 2005, dos 26.409 mortos em acidentes no país, 7.132 (27%) tinham entre 18 e 29 anos.	Em 2005, dos 26.409 mortos em acidentes no país, 7.132 tinham entre 18 e 29 anos.	Em 2005, dos 26.409 mortos em acidentes no país, 7.132 tinham entre 18 e 29 anos.
41	ORI->NAT->STR	S	N	O levantamento O Jovem e o Trânsito, realizado pelo Ibope a pedido do Programa Volvo de Segurança no Trânsito, da empresa Perkons, do Ministério da Saúde e da Sociedade Brasileira de Ortopedia e Traumatologia, mostra ainda que parte do comportamento imprudente é cultivada dentro das próprias casas.	O Ibope fez a pesquisa a pedido do Programa Volvo de Segurança no Trânsito, da empresa Perkons, do Ministério da Saúde e da Sociedade Brasileira de Ortopedia e Traumatologia.	O Ibope fez a pesquisa a pedido do Programa Volvo de Segurança no Trânsito, da empresa Perkons, do Ministério da Saúde e da Sociedade Brasileira de Ortopedia e Traumatologia.
41	ORI->NAT->STR	N	S	Dos entrevistados com menos de 18 anos, 20% revelaram já ter dirigido um carro.	Dos entrevistados com menos de 18 anos, 20% revelaram já ter dirigido um carro.	Vinte por cento dos entrevistados com menos de 18 anos revelaram já ter dirigido um carro.
41	ORI->NAT->STR	S	N	E, desses, 60% confessaram ter aprendido a guiar com os próprios pais.	Desses, 60% confessaram ter aprendido a guiar com os próprios pais.	Desses, 60% confessaram ter aprendido a guiar com os próprios pais.
41	ORI->NAT->STR	S	N	Uma estudante gaúcha de 18 anos, uma das 22 pessoas que participaram de um grupo de discussão coordenado pelos organizadores do levantamento na Capital, é um exemplo de como muitos jovens criticam o comportamento dos demais, mas também incorrem em irregularidades.	Uma estudante gaúcha de 18 anos é um exemplo de como muitos jovens criticam o comportamento dos demais, mas também cometem faltas.	Uma estudante gaúcha de 18 anos é um exemplo de como muitos jovens criticam o comportamento dos demais, mas também cometem faltas.
41	ORI->NAT->STR	N	N	Ela admite ter dirigido sem habilitação:	Ela admite ter dirigido sem habilitação:	Ela admite ter dirigido sem habilitação:
41	ORI->NAT->STR	S	N	-- Eu sei que é imprudência, mas só dirijo na praia, só para aprender.	Mas só dirijo na praia, para aprender.	Mas só dirijo na praia, para aprender.
42	ORI->NAT->STR	S	N	Delegados finalizam texto sobre metas de emissão de gases.	Representantes terminam texto sobre metas de emissão de gases.	Representantes terminam texto sobre metas de emissão de gases.
42	ORI->NAT->STR	N	N	Bali foi dormir ontem sob expectativa.	Bali foi dormir ontem sob expectativa.	Bali foi dormir ontem sob expectativa.
42	ORI->NAT->STR	S	S	Os mais de 15 mil participantes da conferência do clima aguardavam a reabertura dos trabalhos neste sábado, em uma sessão extra convocada depois que as negociações estagnaram ao longo do dia.	Os mais de 15 mil participantes da conferência do clima aguardavam que abrissem novamente os trabalhos neste sábado, em uma sessão extra.	Os mais de 15 mil participantes da conferência do clima aguardavam a sessão extra deste sábado.
42	ORI->NAT->STR	S	N	A portas fechadas, os delegados debruçavam-se sobre o texto final da conferência, o chamado mapa do caminho de Bali.	O texto final é chamado de mapa do caminho de Bali.	O texto final é chamado de mapa do caminho de Bali.
42	ORI->NAT->STR	S	S	Palavra por palavra, tentavam chegar a uma linguagem apropriada para o documento.	Os delegados tentavam chegar a uma linguagem apropriada para o documento.	Os representantes tentavam chegar a uma linguagem apropriada para o documento.
42	ORI->NAT->STR	S	S	A questão era como ter uma declaração que ao mesmo tempo inclua as metas de redução de gases de efeito estufa para países desenvolvidos e agrade aos Estados Unidos, até agora contrários à menção numérica de corte de emissões.	A questão era como ter uma declaração que, ao mesmo tempo, incluísse as metas de redução de gases de efeito estufa para países desenvolvidos e agradasse aos Estados Unidos.	A declaração tinha de incluir as metas de redução de gases de efeito estufa para países desenvolvidos e tinha de agradar aos Estados Unidos ao mesmo tempo.
42	ORI->NAT->STR	S	N	A sexta-feira deveria ter sido o último dia do encontro, mas, de forma inédita, as sessões foram adiadas para hoje.	A sexta-feira deveria ter sido o último dia do encontro.	A sexta-feira deveria ter sido o último dia do encontro.
42	ORI->NAT->STR	S	S	Os debates foram encerradas por volta das 23h (13h em Brasília), sem que os países tivessem chegado a um acordo.	Sem que os países tivessem chegado a um acordo, os debates foram encerrados por volta das 23h.	Sem que os países tivessem chegado a um acordo, encerraram os debates por volta das 23h.
42	ORI->NAT->STR	S	S	Depois de um dia de intensas negociações nos bastidores e de muitos telefonemas entre as delegações e seus respectivos países, o clima dentro do plenário do centro de convenções, onde as delegações conversam, era tranqüilo, segundo um dos debatedores.	Um dos debatedores disse que, depois de um dia de negociações intensas nos bastidores e de muitos telefonemas entre as comissões de representantes e seus países, o clima dentro do plenário do centro de convenções era tranqüilo.	O plenário do centro de convenções é o lugar onde as equipes de representantes conversam.
42	ORI->NAT->STR	S	S	Bem diferente da tarde, quando Bali assistiu a um duelo diplomático entre União Européia e EUA -- talvez o mais duro desde que se começou a discutir a questão climática.	Esse duelo talvez tenha sido o mais duro desde que se começou a discutir a questão do clima.	Desde que se começou a discutir a questão do clima, esse duelo talvez tenha sido o mais duro com os americanos.
42	ORI->NAT->STR	S	N	O grupo europeu jogou duro com os americanos e ameaçou até boicotar um encontro que a Casa Branca está organizando, unilateralmente, para discutir o aquecimento global, no ano que vem.	O grupo europeu ameaçou até recusar um encontro que a Casa Branca está organizando sozinha.	O grupo europeu ameaçou até recusar um encontro que a Casa Branca está organizando sozinha.
42	ORI->NAT->STR	S	N	Estratégias envolvem todos os escalões do governo.	Estratégias envolvem todos os níveis do governo.	Estratégias envolvem todos os níveis do governo.
42	ORI->NAT->STR	S	N	Os EUA passaram o dia sob pressão, já que são vistos como os grandes responsáveis por atravancar o diálogo.	Os outros países vêem os EUA como os grandes responsáveis por atravancar o diálogo.	Os outros países vêem os EUA como os grandes responsáveis por atravancar o diálogo.
